ID_CLIENT;AGE;BUDGET_MAX;MOTO_ACTUELLE;STYLE_DESIRE;DOULEUR_CLIENT;MOTS_CLES_IA
C-08002;20;6 400 €;Yamaha MT-07;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;FIABILITE_MODERNE
C-08003;49;7 700 €;Honda Hornet;Scrambler 80s;Je veux le look d'avant mais la fiabilité de maintenant.;LOOK_CARRE
C-08004;22;9 300 €;Yamaha XSR 700;Cyber-Punk 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-08005;52;10 800 €;Kawasaki Z900;Sportive Vintage;Les motos neuves manquent d'âme.;FIABILITE_MODERNE
C-08006;21;9 400 €;Yamaha MT-07;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-08007;21;10 300 €;BMW NineT;Cyber-Punk 90s;Je veux des couleurs flashy (Violet/Rose).;REJET_MANGA
C-08008;27;8 600 €;Kawasaki Z900;Néo-Rétro 90s;Je déteste le phare avant insecte.;DESIR_90S
C-08009;55;6 300 €;Honda CB500F;Café Racer Sportif;Les motos neuves manquent d'âme.;LOOK_CARRE
C-08010;27;10 700 €;Honda CB500F;Sportive Vintage;Je déteste le phare avant insecte.;DESIR_90S
C-08011;27;10 500 €;Honda CB500F;Replica Bol d'Or;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-08012;35;8 500 €;Yamaha MT-07;Scrambler 80s;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-08013;44;8 400 €;Yamaha MT-07;Replica Bol d'Or;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-08014;49;9 600 €;Yamaha MT-07;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;BUDGET_SERRE
C-08015;41;7 700 €;Honda Hornet;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-08016;45;9 800 €;Kawasaki Z900;Replica Bol d'Or;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-08017;47;8 800 €;Kawasaki Z650;Néo-Rétro 90s;Je déteste le phare avant insecte.;DESIR_90S
C-08018;22;11 000 €;Kawasaki Z650;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;REJET_MANGA
C-08019;54;7 300 €;Honda CB500F;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;BUDGET_SERRE
C-08020;22;9 400 €;Kawasaki Z650;Cyber-Punk 90s;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-08021;41;9 600 €;Kawasaki Z650;Néo-Rétro 90s;Les motos neuves manquent d'âme.;DESIR_90S
C-08022;47;7 700 €;Suzuki SV 650;Néo-Rétro 90s;Je déteste le phare avant insecte.;LOOK_CARRE
C-08023;33;9 900 €;Yamaha MT-07;Replica Bol d'Or;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-08024;30;6 300 €;Honda Hornet;Scrambler 80s;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-08025;26;6 600 €;Yamaha XSR 700;Cyber-Punk 90s;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-08026;26;10 200 €;Honda CB500F;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;DESIR_90S
C-08027;27;9 200 €;BMW NineT;Cyber-Punk 90s;Je déteste le phare avant insecte.;REJET_MANGA
C-08028;42;7 100 €;Kawasaki Z900;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-08029;32;7 000 €;BMW NineT;Café Racer Sportif;Je déteste le phare avant insecte.;DESIR_90S
C-08030;34;7 300 €;Honda CB500F;Cyber-Punk 90s;Je veux le look d'avant mais la fiabilité de maintenant.;COULEUR_VINTAGE
C-08031;39;7 600 €;Honda Hornet;Replica Bol d'Or;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-08032;42;6 000 €;Yamaha XSR 700;Café Racer Sportif;Je veux le look d'avant mais la fiabilité de maintenant.;LOOK_CARRE
C-08033;34;6 900 €;Kawasaki Z900;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-08034;31;7 600 €;Kawasaki Z900;Cyber-Punk 90s;Je déteste le phare avant insecte.;DESIR_90S
C-08035;25;9 500 €;Yamaha MT-07;Café Racer Sportif;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-08036;54;7 100 €;Honda Hornet;Cyber-Punk 90s;Je déteste le phare avant insecte.;DESIR_90S
C-08037;55;9 300 €;BMW NineT;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-08038;54;9 400 €;BMW NineT;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;FIABILITE_MODERNE
C-08039;39;9 700 €;Honda Hornet;Scrambler 80s;Je déteste le phare avant insecte.;REJET_MANGA
C-08040;54;6 600 €;Honda CB500F;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-08041;54;7 800 €;BMW NineT;Replica Bol d'Or;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-08042;20;10 700 €;Honda Hornet;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;REJET_MANGA
C-08043;36;9 600 €;Kawasaki Z650;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;COULEUR_VINTAGE
C-08044;30;10 500 €;Honda Hornet;Replica Bol d'Or;Les motos neuves manquent d'âme.;NOSTALGIE
C-08045;39;8 400 €;BMW NineT;Cyber-Punk 90s;Je déteste le phare avant insecte.;LOOK_CARRE
C-08046;32;6 100 €;Honda Hornet;Sportive Vintage;Les motos neuves manquent d'âme.;BUDGET_SERRE
C-08047;34;10 900 €;Yamaha MT-07;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;FIABILITE_MODERNE
C-08048;39;6 200 €;Kawasaki Z650;Cyber-Punk 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;REJET_MANGA
C-08049;24;7 900 €;BMW NineT;Scrambler 80s;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-08050;44;9 500 €;BMW NineT;Cyber-Punk 90s;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-08051;46;11 000 €;BMW NineT;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-08052;31;10 000 €;Honda CB500F;Sportive Vintage;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-08053;33;6 700 €;Suzuki SV 650;Café Racer Sportif;Interdit de rouler en ville avec ma vieille moto (ZFE).;FIABILITE_MODERNE
C-08054;26;8 100 €;Kawasaki Z650;Café Racer Sportif;Les motos neuves manquent d'âme.;NOSTALGIE
C-08055;49;9 500 €;Honda CB500F;Cyber-Punk 90s;Les motos neuves manquent d'âme.;LOOK_CARRE
C-08056;31;6 500 €;Yamaha MT-07;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;FIABILITE_MODERNE
C-08057;50;6 100 €;Yamaha MT-07;Sportive Vintage;Je déteste le phare avant insecte.;REJET_MANGA
C-08058;49;7 700 €;Yamaha XSR 700;Cyber-Punk 90s;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-08059;40;7 200 €;Kawasaki Z650;Cyber-Punk 90s;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-08060;41;9 000 €;Yamaha MT-07;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;BUDGET_SERRE
C-08061;20;8 800 €;Honda Hornet;Cyber-Punk 90s;Je veux le look d'avant mais la fiabilité de maintenant.;REJET_MANGA
C-08062;23;9 100 €;Yamaha XSR 700;Cyber-Punk 90s;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-08063;22;7 200 €;Yamaha MT-07;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-08064;43;9 100 €;BMW NineT;Néo-Rétro 90s;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-08065;20;10 900 €;BMW NineT;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-08066;30;8 300 €;Suzuki SV 650;Néo-Rétro 90s;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-08067;48;6 700 €;Yamaha XSR 700;Café Racer Sportif;Interdit de rouler en ville avec ma vieille moto (ZFE).;DESIR_90S
C-08068;51;9 800 €;Honda Hornet;Cyber-Punk 90s;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-08069;39;7 400 €;Yamaha XSR 700;Scrambler 80s;Je déteste le phare avant insecte.;NOSTALGIE
C-08070;29;7 200 €;Yamaha MT-07;Café Racer Sportif;Je veux le look d'avant mais la fiabilité de maintenant.;LOOK_CARRE
C-08071;39;10 100 €;Suzuki SV 650;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;REJET_MANGA
C-08072;49;6 100 €;BMW NineT;Néo-Rétro 90s;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-08073;27;10 200 €;Kawasaki Z900;Café Racer Sportif;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-08074;36;8 800 €;Yamaha MT-07;Sportive Vintage;Les motos neuves manquent d'âme.;REJET_MANGA
C-08075;43;6 600 €;Kawasaki Z900;Cyber-Punk 90s;Je déteste le phare avant insecte.;COULEUR_VINTAGE
C-08076;38;6 800 €;Honda CB500F;Sportive Vintage;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-08077;44;9 300 €;BMW NineT;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;REJET_MANGA
C-08078;50;7 700 €;Kawasaki Z650;Replica Bol d'Or;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-08079;25;8 700 €;Honda Hornet;Sportive Vintage;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-08080;22;9 600 €;Yamaha MT-07;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;DESIR_90S
C-08081;39;7 900 €;Kawasaki Z900;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;LOOK_CARRE
C-08082;28;10 100 €;Honda Hornet;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;LOOK_CARRE
C-08083;45;6 500 €;Yamaha MT-07;Cyber-Punk 90s;Je veux le look d'avant mais la fiabilité de maintenant.;COULEUR_VINTAGE
C-08084;28;10 900 €;Suzuki SV 650;Replica Bol d'Or;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-08085;27;7 300 €;Honda CB500F;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;DESIR_90S
C-08086;30;10 100 €;Yamaha XSR 700;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;REJET_MANGA
C-08087;22;9 700 €;Yamaha MT-07;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-08088;51;6 500 €;Kawasaki Z900;Replica Bol d'Or;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-08089;33;7 500 €;Kawasaki Z900;Replica Bol d'Or;Interdit de rouler en ville avec ma vieille moto (ZFE).;REJET_MANGA
C-08090;46;6 800 €;Suzuki SV 650;Scrambler 80s;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-08091;39;7 600 €;Yamaha MT-07;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-08092;38;9 600 €;Honda Hornet;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-08093;49;10 000 €;Yamaha MT-07;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-08094;53;6 700 €;Suzuki SV 650;Néo-Rétro 90s;Je déteste le phare avant insecte.;NOSTALGIE
C-08095;55;7 600 €;Honda CB500F;Sportive Vintage;Les motos neuves manquent d'âme.;REJET_MANGA
C-08096;36;9 200 €;Yamaha MT-07;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-08097;55;6 900 €;Yamaha MT-07;Replica Bol d'Or;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-08098;33;10 000 €;Suzuki SV 650;Sportive Vintage;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-08099;39;7 700 €;Honda CB500F;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-08100;28;6 200 €;Kawasaki Z650;Cyber-Punk 90s;Je déteste le phare avant insecte.;BUDGET_SERRE
C-08101;45;7 100 €;Yamaha MT-07;Replica Bol d'Or;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-08102;24;11 000 €;Yamaha MT-07;Cyber-Punk 90s;Je veux le look d'avant mais la fiabilité de maintenant.;COULEUR_VINTAGE
C-08103;42;6 500 €;Honda CB500F;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;FIABILITE_MODERNE
C-08104;20;6 100 €;Honda Hornet;Scrambler 80s;Je déteste le phare avant insecte.;BUDGET_SERRE
C-08105;26;10 300 €;Yamaha XSR 700;Néo-Rétro 90s;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-08106;26;7 800 €;Honda CB500F;Sportive Vintage;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-08107;33;7 400 €;Kawasaki Z900;Cyber-Punk 90s;Les motos neuves manquent d'âme.;NOSTALGIE
C-08108;24;8 000 €;Yamaha XSR 700;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;COULEUR_VINTAGE
C-08109;21;8 600 €;Suzuki SV 650;Café Racer Sportif;Je veux le look d'avant mais la fiabilité de maintenant.;COULEUR_VINTAGE
C-08110;47;10 600 €;Honda CB500F;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;FIABILITE_MODERNE
C-08111;35;8 800 €;Yamaha XSR 700;Replica Bol d'Or;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-08112;26;9 200 €;Suzuki SV 650;Cyber-Punk 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-08113;36;7 000 €;Kawasaki Z900;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;BUDGET_SERRE
C-08114;38;6 900 €;Yamaha MT-07;Sportive Vintage;Trop de plastique, pas assez de carénage.;FIABILITE_MODERNE
C-08115;46;8 000 €;Honda Hornet;Cyber-Punk 90s;Je déteste le phare avant insecte.;NOSTALGIE
C-08116;45;7 900 €;BMW NineT;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;DESIR_90S
C-08117;47;6 800 €;Kawasaki Z650;Sportive Vintage;Je déteste le phare avant insecte.;NOSTALGIE
C-08118;24;7 000 €;Kawasaki Z900;Cyber-Punk 90s;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-08119;37;10 100 €;Suzuki SV 650;Café Racer Sportif;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-08120;40;6 300 €;Suzuki SV 650;Replica Bol d'Or;Interdit de rouler en ville avec ma vieille moto (ZFE).;FIABILITE_MODERNE
C-08121;22;6 500 €;Kawasaki Z900;Scrambler 80s;Trop de plastique, pas assez de carénage.;BUDGET_SERRE
C-08122;35;6 300 €;Suzuki SV 650;Cyber-Punk 90s;Je veux des couleurs flashy (Violet/Rose).;FIABILITE_MODERNE
C-08123;44;7 900 €;Honda CB500F;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;FIABILITE_MODERNE
C-08124;20;6 100 €;Honda Hornet;Sportive Vintage;Les designs 'Manga' vieillissent mal.;COULEUR_VINTAGE
C-08125;40;6 100 €;Suzuki SV 650;Sportive Vintage;Je déteste le phare avant insecte.;LOOK_CARRE
C-08126;55;8 200 €;Kawasaki Z650;Sportive Vintage;Les motos neuves manquent d'âme.;COULEUR_VINTAGE
C-08127;20;7 700 €;Kawasaki Z650;Replica Bol d'Or;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-08128;28;7 500 €;Yamaha MT-07;Replica Bol d'Or;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-08129;35;10 500 €;Honda Hornet;Replica Bol d'Or;Je déteste le phare avant insecte.;DESIR_90S
C-08130;49;8 300 €;Kawasaki Z900;Replica Bol d'Or;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-08131;53;8 100 €;Kawasaki Z650;Replica Bol d'Or;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-08132;37;10 700 €;Suzuki SV 650;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-08133;21;10 600 €;Kawasaki Z900;Néo-Rétro 90s;Je déteste le phare avant insecte.;LOOK_CARRE
C-08134;45;6 300 €;Yamaha XSR 700;Sportive Vintage;Les designs 'Manga' vieillissent mal.;LOOK_CARRE
C-08135;20;9 400 €;Honda CB500F;Replica Bol d'Or;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-08136;33;9 900 €;Honda CB500F;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;FIABILITE_MODERNE
C-08137;22;7 100 €;Kawasaki Z900;Néo-Rétro 90s;Les motos neuves manquent d'âme.;LOOK_CARRE
C-08138;51;8 800 €;Kawasaki Z900;Cyber-Punk 90s;Les motos neuves manquent d'âme.;REJET_MANGA
C-08139;43;7 200 €;Honda CB500F;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-08140;34;9 900 €;Kawasaki Z650;Scrambler 80s;Les motos neuves manquent d'âme.;DESIR_90S
C-08141;26;7 900 €;Honda CB500F;Cyber-Punk 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;REJET_MANGA
C-08142;36;10 400 €;Yamaha XSR 700;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;FIABILITE_MODERNE
C-08143;31;6 400 €;BMW NineT;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;NOSTALGIE
C-08144;40;8 300 €;Suzuki SV 650;Café Racer Sportif;Je déteste le phare avant insecte.;DESIR_90S
C-08145;20;6 900 €;BMW NineT;Sportive Vintage;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-08146;29;10 400 €;Yamaha XSR 700;Néo-Rétro 90s;Je déteste le phare avant insecte.;LOOK_CARRE
C-08147;51;9 500 €;Honda CB500F;Sportive Vintage;Trop de plastique, pas assez de carénage.;DESIR_90S
C-08148;51;6 700 €;BMW NineT;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;DESIR_90S
C-08149;40;9 000 €;Honda CB500F;Replica Bol d'Or;Je déteste le phare avant insecte.;REJET_MANGA
C-08150;30;8 100 €;Yamaha XSR 700;Néo-Rétro 90s;Les motos neuves manquent d'âme.;NOSTALGIE
C-08151;53;7 100 €;Yamaha XSR 700;Scrambler 80s;Je déteste le phare avant insecte.;NOSTALGIE
C-08152;32;9 600 €;Kawasaki Z650;Scrambler 80s;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-08153;33;7 200 €;Suzuki SV 650;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-08154;32;8 600 €;Honda Hornet;Sportive Vintage;Je déteste le phare avant insecte.;LOOK_CARRE
C-08155;55;9 200 €;Kawasaki Z900;Replica Bol d'Or;Les designs 'Manga' vieillissent mal.;FIABILITE_MODERNE
C-08156;41;6 300 €;Yamaha MT-07;Sportive Vintage;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-08157;40;9 400 €;Yamaha XSR 700;Replica Bol d'Or;Je déteste le phare avant insecte.;FIABILITE_MODERNE
C-08158;31;10 500 €;Yamaha XSR 700;Scrambler 80s;Je déteste le phare avant insecte.;DESIR_90S
C-08159;24;10 200 €;Honda CB500F;Café Racer Sportif;Trop de plastique, pas assez de carénage.;NOSTALGIE
C-08160;45;11 000 €;Suzuki SV 650;Néo-Rétro 90s;Les motos neuves manquent d'âme.;REJET_MANGA
C-08161;38;8 500 €;Kawasaki Z650;Néo-Rétro 90s;Je déteste le phare avant insecte.;NOSTALGIE
C-08162;30;10 000 €;Kawasaki Z650;Café Racer Sportif;Je veux le look d'avant mais la fiabilité de maintenant.;LOOK_CARRE
C-08163;23;8 400 €;Honda CB500F;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-08164;39;7 400 €;Suzuki SV 650;Scrambler 80s;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-08165;27;7 100 €;Kawasaki Z900;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;REJET_MANGA
C-08166;35;7 000 €;Honda CB500F;Néo-Rétro 90s;Je déteste le phare avant insecte.;NOSTALGIE
C-08167;28;9 800 €;Yamaha XSR 700;Scrambler 80s;Je veux le look d'avant mais la fiabilité de maintenant.;BUDGET_SERRE
C-08168;29;8 000 €;Honda CB500F;Néo-Rétro 90s;Je déteste le phare avant insecte.;COULEUR_VINTAGE
C-08169;26;10 500 €;Yamaha XSR 700;Café Racer Sportif;Trop de plastique, pas assez de carénage.;FIABILITE_MODERNE
C-08170;45;7 600 €;Kawasaki Z900;Cyber-Punk 90s;Je veux des couleurs flashy (Violet/Rose).;LOOK_CARRE
C-08171;28;8 700 €;Honda Hornet;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;COULEUR_VINTAGE
C-08172;28;10 400 €;Kawasaki Z650;Sportive Vintage;Je déteste le phare avant insecte.;COULEUR_VINTAGE
C-08173;23;9 900 €;Kawasaki Z650;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;NOSTALGIE
C-08174;31;6 300 €;Kawasaki Z650;Néo-Rétro 90s;Les designs 'Manga' vieillissent mal.;FIABILITE_MODERNE
C-08175;47;6 600 €;Yamaha XSR 700;Café Racer Sportif;Trop de plastique, pas assez de carénage.;REJET_MANGA
C-08176;39;7 200 €;Kawasaki Z650;Néo-Rétro 90s;Les motos neuves manquent d'âme.;REJET_MANGA
C-08177;27;8 400 €;Kawasaki Z650;Scrambler 80s;Les motos neuves manquent d'âme.;LOOK_CARRE
C-08178;27;8 100 €;Honda CB500F;Néo-Rétro 90s;Je veux le look d'avant mais la fiabilité de maintenant.;DESIR_90S
C-08179;39;10 700 €;Suzuki SV 650;Replica Bol d'Or;Les motos neuves manquent d'âme.;NOSTALGIE
C-08180;50;6 000 €;Yamaha MT-07;Néo-Rétro 90s;Les motos neuves manquent d'âme.;DESIR_90S
C-08181;53;7 800 €;Kawasaki Z900;Scrambler 80s;Je veux le look d'avant mais la fiabilité de maintenant.;FIABILITE_MODERNE
C-08182;39;8 600 €;Yamaha MT-07;Cyber-Punk 90s;Les motos neuves manquent d'âme.;REJET_MANGA
C-08183;31;8 500 €;Honda Hornet;Cyber-Punk 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;LOOK_CARRE
C-08184;38;9 900 €;Suzuki SV 650;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;DESIR_90S
C-08185;29;10 900 €;Kawasaki Z650;Cyber-Punk 90s;Les designs 'Manga' vieillissent mal.;REJET_MANGA
C-08186;20;9 600 €;BMW NineT;Café Racer Sportif;Les designs 'Manga' vieillissent mal.;DESIR_90S
C-08187;50;9 700 €;Kawasaki Z900;Cyber-Punk 90s;Les motos neuves manquent d'âme.;REJET_MANGA
C-08188;35;6 100 €;BMW NineT;Néo-Rétro 90s;Trop de plastique, pas assez de carénage.;COULEUR_VINTAGE
C-08189;42;10 600 €;Honda CB500F;Néo-Rétro 90s;Les motos neuves manquent d'âme.;NOSTALGIE
C-08190;42;6 200 €;Kawasaki Z650;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;BUDGET_SERRE
C-08191;41;9 400 €;Yamaha XSR 700;Sportive Vintage;Interdit de rouler en ville avec ma vieille moto (ZFE).;REJET_MANGA
C-08192;26;9 300 €;Honda Hornet;Replica Bol d'Or;Trop de plastique, pas assez de carénage.;LOOK_CARRE
C-08193;28;6 900 €;Honda CB500F;Cyber-Punk 90s;Trop de plastique, pas assez de carénage.;FIABILITE_MODERNE
C-08194;35;6 500 €;BMW NineT;Sportive Vintage;Je déteste le phare avant insecte.;NOSTALGIE
C-08195;27;8 600 €;Yamaha XSR 700;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;NOSTALGIE
C-08196;36;7 000 €;Suzuki SV 650;Scrambler 80s;Les motos neuves manquent d'âme.;LOOK_CARRE
C-08197;41;6 000 €;BMW NineT;Cyber-Punk 90s;Je veux des couleurs flashy (Violet/Rose).;COULEUR_VINTAGE
C-08198;45;10 000 €;Kawasaki Z650;Néo-Rétro 90s;Interdit de rouler en ville avec ma vieille moto (ZFE).;LOOK_CARRE
C-08199;33;9 100 €;Kawasaki Z650;Scrambler 80s;Je veux des couleurs flashy (Violet/Rose).;BUDGET_SERRE
C-08200;51;7 000 €;Kawasaki Z650;Sportive Vintage;Je veux des couleurs flashy (Violet/Rose).;FIABILITE_MODERNE
C-08201;23;9 700 €;Kawasaki Z650;Cyber-Punk 90s;Je veux le look d'avant mais la fiabilité de maintenant.;NOSTALGIE
C-08202;55;8 000 €;BMW NineT;Néo-Rétro 90s;Je déteste le phare avant insecte.;NOSTALGIE
